,index,ga:country,ga:pagePath,ga:landingPagePath,ga:secondPagePath,ga:exitPagePath,ga:previousPagePath,ga:pageviews
103829,103829,Netherlands,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),2.0
103828,103828,Netherlands,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,2.0
103827,103827,Netherlands,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,2.0
103826,103826,Netherlands,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,(entrance),2.0
103825,103825,Netherlands,academy.asodesk.com/,academy.asodesk.com/,(not set),academy.asodesk.com/,(entrance),17.0
495623,495626,United States,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/,1.0
495622,495625,United States,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
495621,495624,United States,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/,1.0
495620,495623,United States,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
495619,495622,United States,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/,1.0
495618,495621,United States,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
495617,495620,United States,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/,1.0
495616,495619,United States,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
495615,495618,United States,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/,1.0
495614,495617,United States,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
495613,495616,United States,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/,1.0
495612,495615,United States,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
495611,495614,United States,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/,1.0
495610,495613,United States,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,(entrance),1.0
495605,495608,United States,ru.asodesk.com/pricing,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/pricing,ru.asodesk.com/,1.0
181565,181565,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/hacks,academy.asodesk.com/,2.0
181564,181564,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/free-video-course,academy.asodesk.com/,2.0
181563,181563,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/email_course,academy.asodesk.com/,4.0
181562,181562,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/contact_us,academy.asodesk.com/,1.0
181538,181538,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,ru.asodesk.com/app-store-optimization,1.0
181539,181539,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/reviews-course,academy.asodesk.com/,4.0
181540,181540,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/,1.0
181541,181541,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/,academy.asodesk.com/,3.0
181542,181542,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/,academy.asodesk.com/aso-course,3.0
181543,181543,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/,academy.asodesk.com/what-is-aso,1.0
181544,181544,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/blog/everything-an-aso-specialist-needs-to-know-9-videos/,academy.asodesk.com/,1.0
181545,181545,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/slack-group,academy.asodesk.com/,3.0
181546,181546,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/login/,academy.asodesk.com/,3.0
181547,181547,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/login/,academy.asodesk.com/aso-course,1.0
181548,181548,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/signup/free-trial,academy.asodesk.com/,3.0
495603,495606,United States,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/accounts/signup/,3.0
181549,181549,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/,academy.asodesk.com/,8.0
181551,181551,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/1081336048/crossing,academy.asodesk.com/aso-course,1.0
181552,181552,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,academy.asodesk.com/,4.0
181553,181553,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,academy.asodesk.com/aso-course,1.0
181554,181554,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/us/,academy.asodesk.com/,2.0
181555,181555,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/us/app/1370293473/keyword_explorer,academy.asodesk.com/,1.0
181556,181556,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/,academy.asodesk.com/,5.0
181557,181557,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/,academy.asodesk.com/aso-course,1.0
181558,181558,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/aso-news-digest-for-february-2022/,academy.asodesk.com/,1.0
181559,181559,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/how-and-why-to-become-an-aso-specialist/,academy.asodesk.com/,1.0
181560,181560,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/how-to-measure-the-aso-results/,academy.asodesk.com/,1.0
181561,181561,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/step-by-step-guide-of-building-semantic-core/,academy.asodesk.com/,2.0
181550,181550,Russia,academy.asodesk.com/aso-course,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/1081336048/crossing,academy.asodesk.com/,1.0
181483,181483,Russia,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/reviews-course,asodesk.com/page27672118.html,(entrance),1.0
459095,459098,Ukraine,ru.asodesk.com/free-video-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/free-video-course,academy.asodesk.com/aso-course,2.0
459097,459100,Ukraine,ru.asodesk.com/free-video-course,academy.asodesk.com/,ru.asodesk.com/hacks,ru.asodesk.com/knowledge,academy.asodesk.com/,1.0
2593,2593,Belarus,ru.asodesk.com/calendar-2022,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/calendar-2022,ru.asodesk.com/calendar-2022,1.0
2592,2592,Belarus,ru.asodesk.com/calendar-2022,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/calendar-2022,ru.asodesk.com/,2.0
2591,2591,Belarus,ru.asodesk.com/blog/why-seo-specialists-switch-to-aso/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/why-seo-specialists-switch-to-aso/,ru.asodesk.com/blog/,1.0
2590,2590,Belarus,ru.asodesk.com/blog/top-7-mistakes-when-working-with-reviews-in-the-app-store-and-google-play/,academy.asodesk.com/,academy.asodesk.com/reviews-course,ru.asodesk.com/blog/how-to-work-with-kids-app-reviews-in-the-app-store-and-google-play/,ru.asodesk.com/blog/page/2/,1.0
2589,2589,Belarus,ru.asodesk.com/blog/top-7-mistakes-when-working-with-reviews-in-the-app-store-and-google-play/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/how-to-reduce-time-spent-working-with-reviews-in-the-app-store-and-google-play/,hq.asodesk.com/us/app/1600903777/reply-board,1.0
2588,2588,Belarus,ru.asodesk.com/blog/top-10-aso-mistakes-in-aso-that-even-big-brands-make/,academy.asodesk.com/,ru.asodesk.com/blog/top-10-aso-mistakes-in-aso-that-even-big-brands-make/,academy.asodesk.com/,academy.asodesk.com/,1.0
2587,2587,Belarus,ru.asodesk.com/blog/tag/анализ-эффективности-aso/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/tag/анализ-эффективности-aso/,academy.asodesk.com/aso-course,1.0
2586,2586,Belarus,ru.asodesk.com/blog/tag/aso-академия/,academy.asodesk.com/,ru.asodesk.com/blog/tag/aso-академия/,ru.asodesk.com/blog/gaming-app-page-visual-optimization-trends-of-2021/,academy.asodesk.com/,1.0
2585,2585,Belarus,ru.asodesk.com/blog/tag/app-store-optimization/,academy.asodesk.com/,ru.asodesk.com/blog/localization-apps-app-store/,ru.asodesk.com/blog/how-to-measure-the-aso-results/,ru.asodesk.com/blog/,1.0
2584,2584,Belarus,ru.asodesk.com/blog/something-is-wrong-with-aso/,academy.asodesk.com/,academy.asodesk.com/,ru.asodesk.com/blog/something-is-wrong-with-aso/,academy.asodesk.com/,1.0
2583,2583,Belarus,ru.asodesk.com/blog/page/2/,academy.asodesk.com/,academy.asodesk.com/reviews-course,ru.asodesk.com/blog/how-to-work-with-kids-app-reviews-in-the-app-store-and-google-play/,ru.asodesk.com/blog/,1.0
2582,2582,Belarus,ru.asodesk.com/blog/page/2/,academy.asodesk.com/,academy.asodesk.com/reviews-course,ru.asodesk.com/blog/how-to-work-with-kids-app-reviews-in-the-app-store-and-google-play/,ru.asodesk.com/blog/,1.0
2581,2581,Belarus,ru.asodesk.com/blog/localization-apps-app-store/,academy.asodesk.com/,ru.asodesk.com/blog/localization-apps-app-store/,ru.asodesk.com/blog/how-to-measure-the-aso-results/,academy.asodesk.com/,1.0
2580,2580,Belarus,ru.asodesk.com/blog/intensive-on-influence-marketing/,academy.asodesk.com/,ru.asodesk.com/blog/intensive-on-influence-marketing/,ru.asodesk.com/blog/intensive-on-influence-marketing/,academy.asodesk.com/,1.0
2579,2579,Belarus,ru.asodesk.com/blog/how-to-work-with-kids-app-reviews-in-the-app-store-and-google-play/,academy.asodesk.com/,academy.asodesk.com/reviews-course,ru.asodesk.com/blog/how-to-work-with-kids-app-reviews-in-the-app-store-and-google-play/,ru.asodesk.com/blog/top-7-mistakes-when-working-with-reviews-in-the-app-store-and-google-play/,1.0
2578,2578,Belarus,ru.asodesk.com/blog/how-to-reduce-time-spent-working-with-reviews-in-the-app-store-and-google-play/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/how-to-reduce-time-spent-working-with-reviews-in-the-app-store-and-google-play/,ru.asodesk.com/blog/top-7-mistakes-when-working-with-reviews-in-the-app-store-and-google-play/,1.0
2577,2577,Belarus,ru.asodesk.com/blog/how-to-measure-the-aso-results/,academy.asodesk.com/,ru.asodesk.com/blog/localization-apps-app-store/,ru.asodesk.com/blog/how-to-measure-the-aso-results/,ru.asodesk.com/blog/tag/app-store-optimization/,1.0
2576,2576,Belarus,ru.asodesk.com/blog/how-can-iterations-help-specialist-in-app-store-optimization/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/how-can-iterations-help-specialist-in-app-store-optimization/,academy.asodesk.com/aso-course,1.0
2575,2575,Belarus,ru.asodesk.com/blog/gaming-app-page-visual-optimization-trends-of-2021/,academy.asodesk.com/,ru.asodesk.com/blog/tag/aso-академия/,ru.asodesk.com/blog/gaming-app-page-visual-optimization-trends-of-2021/,ru.asodesk.com/blog/,1.0
2574,2574,Belarus,ru.asodesk.com/blog/category/гайды/,academy.asodesk.com/,ru.asodesk.com/blog/,ru.asodesk.com/free-video-course,ru.asodesk.com/blog/,1.0
2573,2573,Belarus,ru.asodesk.com/blog/,academy.asodesk.com/,academy.asodesk.com/reviews-course,ru.asodesk.com/blog/how-to-work-with-kids-app-reviews-in-the-app-store-and-google-play/,ru.asodesk.com/blog/page/2/,1.0
2572,2572,Belarus,ru.asodesk.com/blog/,academy.asodesk.com/,ru.asodesk.com/blog/tag/aso-академия/,ru.asodesk.com/blog/gaming-app-page-visual-optimization-trends-of-2021/,ru.asodesk.com/blog/tag/aso-академия/,1.0
2571,2571,Belarus,ru.asodesk.com/blog/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/why-seo-specialists-switch-to-aso/,asodesk.com/hacks,1.0
2594,2594,Belarus,ru.asodesk.com/email-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/why-seo-specialists-switch-to-aso/,academy.asodesk.com/aso-course,1.0
2595,2595,Belarus,ru.asodesk.com/email-course,academy.asodesk.com/,asodesk.com/,ru.asodesk.com/free-tools,ru.asodesk.com/pricing,1.0
2596,2596,Belarus,ru.asodesk.com/email-course,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/webinars,ru.asodesk.com/,1.0
2597,2597,Belarus,ru.asodesk.com/email-course,academy.asodesk.com/,ru.asodesk.com/email-course,ru.asodesk.com/free-video-course,academy.asodesk.com/,1.0
2621,2621,Belarus,ru.asodesk.com/knowledge,academy.asodesk.com/,ru.asodesk.com/webinars,ru.asodesk.com/free-video-course,ru.asodesk.com/knowledge,2.0
2620,2620,Belarus,ru.asodesk.com/knowledge,academy.asodesk.com/,ru.asodesk.com/free-video-course,ru.asodesk.com/knowledge,ru.asodesk.com/free-video-course,1.0
2619,2619,Belarus,ru.asodesk.com/knowledge,academy.asodesk.com/,ru.asodesk.com/blog/,ru.asodesk.com/free-video-course,ru.asodesk.com/blog/category/гайды/,1.0
2618,2618,Belarus,ru.asodesk.com/knowledge,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/webinars,ru.asodesk.com/blog/,1.0
2617,2617,Belarus,ru.asodesk.com/hacks,academy.asodesk.com/,ru.asodesk.com/webinars,ru.asodesk.com/free-video-course,ru.asodesk.com/free-video-course,1.0
2616,2616,Belarus,ru.asodesk.com/hacks,academy.asodesk.com/,ru.asodesk.com/free-video-course,ru.asodesk.com/knowledge,ru.asodesk.com/free-video-course,1.0
2615,2615,Belarus,ru.asodesk.com/hacks,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/hacks,ru.asodesk.com/email_course,1.0
2614,2614,Belarus,ru.asodesk.com/hacks,academy.asodesk.com/,asodesk.com/,ru.asodesk.com/free-tools,ru.asodesk.com/email_course,1.0
2613,2613,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,ru.asodesk.com/webinars,ru.asodesk.com/free-video-course,ru.asodesk.com/hacks,1.0
2612,2612,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,ru.asodesk.com/free-video-course,ru.asodesk.com/knowledge,ru.asodesk.com/hacks,1.0
2611,2611,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,ru.asodesk.com/free-video-course,ru.asodesk.com/knowledge,academy.asodesk.com/,1.0
2570,2570,Belarus,ru.asodesk.com/blog/,academy.asodesk.com/,ru.asodesk.com/blog/localization-apps-app-store/,ru.asodesk.com/blog/how-to-measure-the-aso-results/,ru.asodesk.com/blog/localization-apps-app-store/,1.0
2610,2610,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,ru.asodesk.com/email-course,ru.asodesk.com/free-video-course,ru.asodesk.com/email_course,1.0
2608,2608,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/free-video-course,ru.asodesk.com/,1.0
2607,2607,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/free-video-course,ru.asodesk.com/free-video-course,1.0
2606,2606,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/free-video-course,academy.asodesk.com/aso-course,3.0
2605,2605,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/why-seo-specialists-switch-to-aso/,ru.asodesk.com/email_course,1.0
2604,2604,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,academy.asodesk.com/,ru.asodesk.com/free-video-course,asodesk.com/hacks,1.0
2603,2603,Belarus,ru.asodesk.com/free-tools,academy.asodesk.com/,asodesk.com/,ru.asodesk.com/free-tools,ru.asodesk.com/partners,1.0
2602,2602,Belarus,ru.asodesk.com/email_course,academy.asodesk.com/,ru.asodesk.com/email_course,ru.asodesk.com/email_course,academy.asodesk.com/,2.0
2601,2601,Belarus,ru.asodesk.com/email_course,academy.asodesk.com/,ru.asodesk.com/email-course,ru.asodesk.com/free-video-course,ru.asodesk.com/email-course,1.0
2600,2600,Belarus,ru.asodesk.com/email_course,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/webinars,ru.asodesk.com/email-course,1.0
2599,2599,Belarus,ru.asodesk.com/email_course,academy.asodesk.com/,asodesk.com/,ru.asodesk.com/free-tools,ru.asodesk.com/email-course,1.0
2598,2598,Belarus,ru.asodesk.com/email_course,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/why-seo-specialists-switch-to-aso/,ru.asodesk.com/email-course,1.0
2609,2609,Belarus,ru.asodesk.com/free-video-course,academy.asodesk.com/,ru.asodesk.com/blog/,ru.asodesk.com/free-video-course,ru.asodesk.com/knowledge,1.0
2569,2569,Belarus,ru.asodesk.com/blog/,academy.asodesk.com/,ru.asodesk.com/blog/,ru.asodesk.com/free-video-course,academy.asodesk.com/,1.0
2568,2568,Belarus,ru.asodesk.com/blog/,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/webinars,ru.asodesk.com/,1.0
2567,2567,Belarus,ru.asodesk.com/blog/,academy.asodesk.com/,academy.asodesk.com/reviews-course,ru.asodesk.com/blog/how-to-work-with-kids-app-reviews-in-the-app-store-and-google-play/,ru.asodesk.com/blog/5-ways-to-deal-with-negative-reviews-in-the-app-store-and-google-play/,1.0
2538,2538,Belarus,hq.asodesk.com/us/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/api/team/invite-registration,1.0
2537,2537,Belarus,hq.asodesk.com/us/,academy.asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/settings/billing/,hq.asodesk.com/us/,1.0
2536,2536,Belarus,hq.asodesk.com/us/,academy.asodesk.com/,asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/accounts/signup/,1.0
2535,2535,Belarus,hq.asodesk.com/us/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/us/,2.0
