,index,ga:country,ga:pagePath,ga:landingPagePath,ga:secondPagePath,ga:exitPagePath,ga:previousPagePath,ga:pageviews
2447,2447,Belarus,hq.asodesk.com/gb/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/settings/teammates,2.0
2429,2429,Belarus,hq.asodesk.com/category-ranking,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/category-ranking,hq.asodesk.com/category-ranking,1.0
2427,2427,Belarus,hq.asodesk.com/ca/app/1609603623/campaign/a841f25d-9da9-4717-86f0-270d5ba2c039,academy.asodesk.com/,academy.asodesk.com/reviews-course,hq.asodesk.com/ca/app/1519965003/campaign/830fc40a-e549-4af6-8fc4-a7601f0571dd,academy.asodesk.com/reviews-course,1.0
2411,2411,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/by/,hq.asodesk.com/by/,1.0
2412,2412,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/ru/,1.0
2413,2413,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/settings/teammates,3.0
2414,2414,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/us/,1.0
2415,2415,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/profile,1.0
2416,2416,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/how-to-reduce-time-spent-working-with-reviews-in-the-app-store-and-google-play/,asodesk.com/,1.0
2417,2417,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/how-to-reduce-time-spent-working-with-reviews-in-the-app-store-and-google-play/,hq.asodesk.com/by/,1.0
2428,2428,Belarus,hq.asodesk.com/ca/app/1609603623/campaign/a841f25d-9da9-4717-86f0-270d5ba2c039,academy.asodesk.com/,academy.asodesk.com/reviews-course,hq.asodesk.com/ca/app/1519965003/campaign/830fc40a-e549-4af6-8fc4-a7601f0571dd,hq.asodesk.com/ca/app/1609603623/campaign/a841f25d-9da9-4717-86f0-270d5ba2c039,1.0
2418,2418,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,asodesk.com/,asodesk.com/email_course,asodesk.com/by/,1.0
2420,2420,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/settings/profile,hq.asodesk.com/by/,1.0
2421,2421,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/by/,1.0
2422,2422,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/us/,ru.asodesk.com/,1.0
2423,2423,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/by/,2.0
2424,2424,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/,2.0
2425,2425,Belarus,hq.asodesk.com/ca/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/ca/,1.0
2426,2426,Belarus,hq.asodesk.com/ca/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/settings/teammates,1.0
2419,2419,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/settings/profile,hq.asodesk.com/accounts/password/reset/key/18nl-set-password/,1.0
2410,2410,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/by/,hq.asodesk.com/by/,3.0
2448,2448,Belarus,hq.asodesk.com/gb/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/us/,2.0
2450,2450,Belarus,hq.asodesk.com/hijack/release-hijack/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/us/,2.0
2470,2470,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/,hq.asodesk.com/settings/pricing,1.0
2471,2471,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/,1.0
2472,2472,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/app/1630916009/statistics,1.0
2473,2473,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,1.0
2488,2488,Belarus,hq.asodesk.com/settings/integrations,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/by/,1.0
2475,2475,Belarus,hq.asodesk.com/ru/app/1630916009/profile,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/app/1630916009/profile,1.0
2476,2476,Belarus,hq.asodesk.com/ru/app/1630916009/statistics,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/app/1630916009/profile,1.0
2469,2469,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/us/,9.0
2477,2477,Belarus,hq.asodesk.com/ru/app/1630916009/statistics,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/app/1630916009/statistics,1.0
2479,2479,Belarus,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/,1.0
2480,2480,Belarus,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,1.0
2481,2481,Belarus,hq.asodesk.com/ru/app/com.oki.alphabetnew/crossing,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,academy.asodesk.com/aso-course,1.0
2482,2482,Belarus,hq.asodesk.com/ru/app/com.oki.alphabetnew/crossing,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/app/com.oki.alphabetnew/crossing,1.0
2483,2483,Belarus,hq.asodesk.com/settings/api-pricing/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/api-pricing/,1.0
2484,2484,Belarus,hq.asodesk.com/settings/api-pricing/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/billing/,1.0
2485,2485,Belarus,hq.asodesk.com/settings/billing/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/billing/,1.0
2478,2478,Belarus,hq.asodesk.com/ru/app/com.gokids.livingletters/keyword_explorer,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/app/com.gokids.livingletters/profile,hq.asodesk.com/ru/app/com.gokids.livingletters/keyword_explorer,1.0
2449,2449,Belarus,hq.asodesk.com/hijack/release-hijack/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/hijack/release-hijack/,2.0
2468,2468,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/settings/teammates,8.0
2466,2466,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/by/,1.0
2451,2451,Belarus,hq.asodesk.com/hijack/release-hijack/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/hijack/release-hijack/,1.0
2452,2452,Belarus,hq.asodesk.com/hijack/release-hijack/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/us/,1.0
2453,2453,Belarus,hq.asodesk.com/my/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/category-ranking,hq.asodesk.com/my/,1.0
2454,2454,Belarus,hq.asodesk.com/my/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/category-ranking,hq.asodesk.com/za/,1.0
2455,2455,Belarus,hq.asodesk.com/pk/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,academy.asodesk.com/aso-course,1.0
2456,2456,Belarus,hq.asodesk.com/pk/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/pk/,1.0
2457,2457,Belarus,hq.asodesk.com/pl/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/pl/,1.0
2467,2467,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/ru/,20.0
2458,2458,Belarus,hq.asodesk.com/pl/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/settings/teammates,1.0
2460,2460,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/ru/,12.0
2489,2489,Belarus,hq.asodesk.com/settings/integrations,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/integrations,1.0
2461,2461,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/settings/teammates,5.0
2462,2462,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/us/,2.0
2463,2463,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,1.0
2464,2464,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,hq.asodesk.com/ru/,1.0
2465,2465,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/by/,academy.asodesk.com/aso-course,1.0
2459,2459,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,academy.asodesk.com/,1.0
2486,2486,Belarus,hq.asodesk.com/settings/billing/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/pricing,1.0
2409,2409,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/by/,asodesk.com/ru/,1.0
2490,2490,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ru/,academy.asodesk.com/aso-course,1.0
2510,2510,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/ru/,13.0
2491,2491,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,academy.asodesk.com/aso-course,2.0
2358,2358,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,1.0
2359,2359,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-course,1.0
2360,2360,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/by/,academy.asodesk.com/aso-course,1.0
2361,2361,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,academy.asodesk.com/aso-course,1.0
2509,2509,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/pl/,1.0
2362,2362,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,academy.asodesk.com/what-is-aso,1.0
2364,2364,Belarus,asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,asodesk.com/,asodesk.com/,1.0
2365,2365,Belarus,asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,academy.asodesk.com/,2.0
2366,2366,Belarus,asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,1.0
2367,2367,Belarus,asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/how-to-reduce-time-spent-working-with-reviews-in-the-app-store-and-google-play/,academy.asodesk.com/aso-course,1.0
2368,2368,Belarus,asodesk.com/,academy.asodesk.com/,academy.asodesk.com/reviews-course,asodesk.com/pricing,academy.asodesk.com/reviews-course,1.0
2408,2408,Belarus,hq.asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/by/,asodesk.com/,1.0
2363,2363,Belarus,asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,asodesk.com/,academy.asodesk.com/,1.0
2508,2508,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/gb/,3.0
2507,2507,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/es/,1.0
2506,2506,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/cy/,2.0
2357,2357,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/aso-course,academy.asodesk.com/aso-course,1.0
2492,2492,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/pricing,10.0
2493,2493,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/profile,1.0
2494,2494,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/teammates,1.0
2495,2495,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/us/,1.0
2496,2496,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/settings/pricing,1.0
2497,2497,Belarus,hq.asodesk.com/settings/profile,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/pricing,1.0
2498,2498,Belarus,hq.asodesk.com/settings/profile,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/profile,4.0
2499,2499,Belarus,hq.asodesk.com/settings/profile,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/settings/profile,hq.asodesk.com/settings/profile,3.0
2500,2500,Belarus,hq.asodesk.com/settings/profile,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/by/,1.0
2501,2501,Belarus,hq.asodesk.com/settings/profile,academy.asodesk.com/,ru.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/settings/profile,5.0
2502,2502,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/ru/,6.0
2503,2503,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/settings/teammates,9.0
2504,2504,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/us/,3.0
2505,2505,Belarus,hq.asodesk.com/settings/teammates,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/ca/,hq.asodesk.com/by/,3.0
2370,2370,Belarus,asodesk.com/,academy.asodesk.com/,asodesk.com/,hq.asodesk.com/us/,academy.asodesk.com/,1.0
2371,2371,Belarus,asodesk.com/,academy.asodesk.com/,asodesk.com/,ru.asodesk.com/,academy.asodesk.com/,1.0
2369,2369,Belarus,asodesk.com/,academy.asodesk.com/,asodesk.com/,asodesk.com/,academy.asodesk.com/,1.0
2373,2373,Belarus,asodesk.com/by/,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/by/,hq.asodesk.com/by/,2.0
2393,2393,Belarus,hq.asodesk.com/accounts/logout/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/settings/pricing,1.0
2394,2394,Belarus,hq.asodesk.com/accounts/password/reset/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/settings/profile,hq.asodesk.com/accounts/login/,1.0
2395,2395,Belarus,hq.asodesk.com/accounts/password/reset/key/18nl-set-password/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/settings/profile,hq.asodesk.com/accounts/password/reset/,1.0
2396,2396,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,academy.asodesk.com/aso-course,1.0
2397,2397,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/,hq.asodesk.com/gb/,hq.asodesk.com/accounts/signup/,3.0
2398,2398,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/signup/free,hq.asodesk.com/accounts/login/,1.0
2399,2399,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/signup/free,hq.asodesk.com/accounts/signup/,4.0
2400,2400,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/signup/free,hq.asodesk.com/accounts/verify-email,1.0
2401,2401,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/by/,hq.asodesk.com/accounts/login/,1.0
2402,2402,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/by/,hq.asodesk.com/accounts/verify-email,1.0
2403,2403,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/,academy.asodesk.com/aso-course,1.0
2404,2404,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/,hq.asodesk.com/accounts/signup/,3.0
2405,2405,Belarus,hq.asodesk.com/accounts/signup/free,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/signup/free,hq.asodesk.com/accounts/choose-access,1.0
2406,2406,Belarus,hq.asodesk.com/accounts/signup/free,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/by/,hq.asodesk.com/accounts/choose-access,1.0
2407,2407,Belarus,hq.asodesk.com/api/team/invite-registration,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/api/team/invite-registration,3.0
2372,2372,Belarus,asodesk.com/,academy.asodesk.com/,asodesk.com/,ru.asodesk.com/free-tools,academy.asodesk.com/,1.0
2391,2391,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/settings/profile,ru.asodesk.com/,1.0
2392,2392,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/,ru.asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/accounts/logout/,1.0
2389,2389,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,hq.asodesk.com/accounts/login/,2.0
2374,2374,Belarus,asodesk.com/by/,academy.asodesk.com/,asodesk.com/,asodesk.com/email_course,hq.asodesk.com/by/,2.0
2375,2375,Belarus,asodesk.com/calendar2020,academy.asodesk.com/,asodesk.com/calendar2020,asodesk.com/how_to_prepare_for_ios15,academy.asodesk.com/,1.0
2376,2376,Belarus,asodesk.com/docs/ru-en/services_agreement,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,1.0
2377,2377,Belarus,asodesk.com/hacks,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,academy.asodesk.com/,1.0
2378,2378,Belarus,asodesk.com/hacks,academy.asodesk.com/,academy.asodesk.com/,ru.asodesk.com/free-video-course,academy.asodesk.com/aso-course,1.0
2390,2390,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,ru.asodesk.com/free-video-course,1.0
2380,2380,Belarus,asodesk.com/how_to_prepare_for_ios15,academy.asodesk.com/,asodesk.com/calendar2020,asodesk.com/how_to_prepare_for_ios15,asodesk.com/calendar2020,1.0
2381,2381,Belarus,asodesk.com/payment,academy.asodesk.com/,asodesk.com/payment,asodesk.com/payment,academy.asodesk.com/,1.0
2379,2379,Belarus,asodesk.com/hacks,academy.asodesk.com/,academy.asodesk.com/aso-course,ru.asodesk.com/blog/why-seo-specialists-switch-to-aso/,ru.asodesk.com/free-video-course,1.0
2383,2383,Belarus,asodesk.com/pricing,academy.asodesk.com/,academy.asodesk.com/reviews-course,asodesk.com/pricing,asodesk.com/,1.0
2384,2384,Belarus,asodesk.com/pricing,academy.asodesk.com/,asodesk.com/,ru.asodesk.com/free-tools,asodesk.com/,1.0
2385,2385,Belarus,asodesk.com/ru/,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/by/,hq.asodesk.com/ru/,1.0
2386,2386,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/signup/free,hq.asodesk.com/accounts/login/,2.0
2387,2387,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/accounts/signup/free,ru.asodesk.com/,1.0
2388,2388,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/,academy.asodesk.com/aso-course,hq.asodesk.com/by/,hq.asodesk.com/accounts/signup/,1.0
2382,2382,Belarus,asodesk.com/press,academy.asodesk.com/,academy.asodesk.com/aso-course,asodesk.com/press,academy.asodesk.com/aso-course,1.0
2487,2487,Belarus,hq.asodesk.com/settings/billing/,academy.asodesk.com/,hq.asodesk.com/us/,hq.asodesk.com/settings/billing/,hq.asodesk.com/settings/billing/,1.0
495606,495609,United States,academy.asodesk.com/11-lectures,academy.asodesk.com/11-lectures,ru.asodesk.com/free-video-course,ru.asodesk.com/free-video-course,(entrance),1.0
495607,495610,United States,ru.asodesk.com/free-video-course,academy.asodesk.com/11-lectures,ru.asodesk.com/free-video-course,ru.asodesk.com/free-video-course,academy.asodesk.com/11-lectures,1.0
495608,495611,United States,academy.asodesk.com/11-lectures-en,academy.asodesk.com/11-lectures-en,asodesk.com/free-video-course,asodesk.com/free-video-course,(entrance),1.0
495609,495612,United States,asodesk.com/free-video-course,academy.asodesk.com/11-lectures-en,asodesk.com/free-video-course,asodesk.com/free-video-course,academy.asodesk.com/11-lectures-en,1.0
459127,459130,Ukraine,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,(not set),academy.asodesk.com/aso-basic-principles_lesson_1,(entrance),4.0
2668,2668,Belarus,academy.asodesk.com/,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-basic-principles_lesson_1,1.0
2682,2682,Belarus,asodesk.com/hacks,academy.asodesk.com/aso-basic-principles_lesson_1,asodesk.com/hacks,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/aso-basic-principles_lesson_1,1.0
2691,2691,Belarus,ru.asodesk.com/blog/,academy.asodesk.com/aso-basic-principles_lesson_1,ru.asodesk.com/blog/tag/in-app/,ru.asodesk.com/blog/13-rules-for-working-with-app-metadata-in-the-app-store-and-google-play/,ru.asodesk.com/blog/влияют-ли-на-aso-в-app-store-внутренние-покупки-пр/,1.0
2690,2690,Belarus,ru.asodesk.com/,academy.asodesk.com/aso-basic-principles_lesson_1,ru.asodesk.com/,ru.asodesk.com/pricing,academy.asodesk.com/aso-basic-principles_lesson_1,1.0
2689,2689,Belarus,ru.asodesk.com/,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,academy.asodesk.com/aso-course,1.0
2688,2688,Belarus,hq.asodesk.com/us/,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,hq.asodesk.com/us/,1.0
2687,2687,Belarus,hq.asodesk.com/us/,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,hq.asodesk.com/accounts/signup/,1.0
2686,2686,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,hq.asodesk.com/us/,1.0
2685,2685,Belarus,hq.asodesk.com/settings/pricing,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,hq.asodesk.com/settings/pricing,3.0
2692,2692,Belarus,ru.asodesk.com/blog/tag/in-app/,academy.asodesk.com/aso-basic-principles_lesson_1,ru.asodesk.com/blog/tag/in-app/,ru.asodesk.com/blog/13-rules-for-working-with-app-metadata-in-the-app-store-and-google-play/,academy.asodesk.com/aso-basic-principles_lesson_1,1.0
2684,2684,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,ru.asodesk.com/,1.0
2681,2681,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,academy.asodesk.com/what-is-aso,1.0
2680,2680,Belarus,academy.asodesk.com/what-is-aso,academy.asodesk.com/aso-basic-principles_lesson_1,academy.asodesk.com/what-is-aso,hq.asodesk.com/settings/pricing,academy.asodesk.com/aso-course,1.0
